Date,Category,1,2,3,4,Prior Year Total,Current Year Total,7,Month,Year
5/1/14,Stromsteuer,7 009,"2,5",7 000,"2,4",2978,2569," -13,7",5,2014
5/1/14,Kraftfahrzeugsteuer,8 490,"3,0",8 485,"2,9",3925,3248," -17,2",5,2014
5/1/14,Kernbrennstoffsteuer,1 285,"0,5",1 300,"0,4",0,-2164,X,5,2014
5/1/14,Branntweinabgaben,2 104,"0,7",2 082,"0,7",903,858," -5,0",5,2014
5/1/14,Kaffeesteuer,1 021,"0,4",1 030,"0,4",420,429,"+2,1",5,2014
5/1/14,Luftverkehrsteuer, 978,"0,3", 970,"0,3",324,315," -2,8",5,2014
5/1/14,Ergänzungszuweisungen an Länder,-10 792,"-3,8",-10 423,"-3,6",-2448,-2565,"+4,8",5,2014
5/1/14,BNE-Eigenmittel der EU,-24 787,"-8,7",-22 930,"-7,9",-12596,-12261," -2,7",5,2014
5/1/14,Mehrwertsteuer-Eigenmittel der EU,-2 083,"-0,7",-4 140,"-1,4",-1196,-2358,"+97,2",5,2014
5/1/14,Zuweisungen an Länder für ÖPNV,-7 191,"-2,5",-7 299,"-2,5",-2996,-3041,"+1,5",5,2014
5/1/14,Zuweisung an die Länder für Kfz‑Steuer und Lkw‑Maut,-8 992,"-3,2",-8 992,"-3,1",-4496,-4496,"+0,0",5,2014
5/1/14,II. Sonstige Einnahmen,25 645,"9,0",22 862,"7,8",10011,10772,"+7,6",5,2014
5/1/14,Einnahmen aus wirtschaftlicher Tätigkeit,4 886,"1,7",6 847,"2,3",2113,4244,"+100,9",5,2014
5/1/14,Zinseinnahmen, 191,"0,1", 270,"0,1",42,64,"+52,4",5,2014
5/1/14,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",5 978,"2,1",2 345,"0,8",2063,648," -68,6",5,2014
5/1/14,Einnahmen zusammen,285 452,"100,0",291 782,"100,0",1030903,1030500," -0,4",5,2014
6/1/14,I. Steuern,259 807,"91,0",268 197,"92,6",120691,121631,"+0,8",6,2014
6/1/14,Bundesanteile an Gemeinschaftsteuern:,213 199,"74,7",220 890,"76,2",104429,107803,"+3,2",6,2014
6/1/14,Einkommen- und Körperschaftsteuer(einschl. Abgeltungsteuer auf Zins- und Veräußerungserträge),107 340,"37,6",111 310,"38,4",52600,54120,"+2,9",6,2014
6/1/14,davon:,0,0,0,0,0,0,0,6,2014
6/1/14,Lohnsteuer,67 174,"23,5",71 273,"24,6",30333,32314,"+6,5",6,2014
6/1/14,veranlagte Einkommensteuer,17 969,"6,3",19 316,"6,7",9277,10102,"+8,9",6,2014
6/1/14,nicht veranlagte Steuer vom Ertrag,8 631,"3,0",8 000,"2,8",4981,4253," -14,6",6,2014
6/1/14,Abgeltungsteuer auf Zins- und Veräußerungserträge ,3 812,"1,3",3 696,"1,3",2288,2112," -7,7",6,2014
6/1/14,Körperschaftsteuer,9 754,"3,4",9 025,"3,1",5721,5339," -6,7",6,2014
6/1/14,Steuern vom Umsatz,104 283,"36,5",107 951,"37,3",51391,53244,"+3,6",6,2014
6/1/14,Gewerbesteuerumlage,1 575,"0,6",1 629,"0,6",438,439,"+0,2",6,2014
6/1/14,Energiesteuer,39 364,"13,8",39 450,"13,6",14144,14543,"+2,8",6,2014
6/1/14,Tabaksteuer,13 820,"4,8",14 300,"4,9",5646,6186,"+9,6",6,2014
6/1/14,Solidaritätszuschlag,14 378,"5,0",14 900,"5,1",7316,7532,"+3,0",6,2014
6/1/14,Versicherungsteuer,11 553,"4,0",11 950,"4,1",7479,7738,"+3,5",6,2014
6/1/14,Stromsteuer,7 009,"2,5",6 850,"2,4",3807,3269," -14,1",6,2014
6/1/14,Kraftfahrzeugsteuer,8 490,"3,0",8 400,"2,9",4588,4378," -4,6",6,2014
6/1/14,Kernbrennstoffsteuer,1 285,"0,5",1 300,"0,4",128,-2049,X,6,2014
6/1/14,Branntweinabgaben,2 104,"0,7",2 062,"0,7",1052,1026," -2,5",6,2014
6/1/14,Kaffeesteuer,1 021,"0,4",1 040,"0,4",500,508,"+1,6",6,2014
6/1/14,Luftverkehrsteuer, 978,"0,3", 980,"0,3",420,399," -5,0",6,2014
6/1/14,Ergänzungszuweisungen an Länder,-10 792,"-3,8",-10 450,"-3,6",-5317,-5296," -0,4",6,2014
6/1/14,BNE-Eigenmittel der EU,-24 787,"-8,7",-23 480,"-8,1",-14289,-13837," -3,2",6,2014
6/1/14,Mehrwertsteuer-Eigenmittel der EU,-2 083,"-0,7",-4 140,"-1,4",-1367,-2661,"+94,7",6,2014
6/1/14,Zuweisungen an Länder für ÖPNV,-7 191,"-2,5",-7 299,"-2,5",-3595,-3649,"+1,5",6,2014
6/1/14,Zuweisung an die Länder für Kfz‑Steuer und Lkw‑Maut,-8 992,"-3,2",-8 992,"-3,1",-4496,-4496,"+0,0",6,2014
6/1/14,II. Sonstige Einnahmen,25 645,"9,0",21 585,"7,4",11548,12416,"+7,5",6,2014
6/1/14,Einnahmen aus wirtschaftlicher Tätigkeit,4 886,"1,7",6 847,"2,4",2611,4622,"+77,0",6,2014
6/1/14,Zinseinnahmen, 191,"0,1", 245,"0,1",46,74,"+60,9",6,2014
6/1/14,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",5 978,"2,1",2 380,"0,8",2151,521," -75,8",6,2014
6/1/14,Einnahmen zusammen,285 452,"100,0",289 782,"100,0",1320239,1340048,"+1,4",6,2014
7/1/14,I. Steuern,259 807,"91,0",268 197,"92,6",141617,143314,"+1,2",7,2014
7/1/14,Bundesanteile an Gemeinschaftsteuern:,213 199,"74,7",220 890,"76,2",119631,123731,"+3,4",7,2014
7/1/14,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),107 340,"37,6",111 310,"38,4",59846,61772,"+3,2",7,2014
7/1/14,davon:,0,0,0,0,0,0,0,7,2014
7/1/14,Lohnsteuer,67 174,"23,5",71 273,"24,6",36202,38600,"+6,6",7,2014
7/1/14,veranlagte Einkommensteuer,17 969,"6,3",19 316,"6,7",9134,9902,"+8,4",7,2014
7/1/14,nicht veranlagte Steuer vom Ertrag,8 631,"3,0",8 000,"2,8",6255,5722," -8,5",7,2014
7/1/14,Abgeltungsteuer auf Zins- und Veräußerungserträge ,3 812,"1,3",3 696,"1,3",2564,2377," -7,3",7,2014
7/1/14,Körperschaftsteuer,9 754,"3,4",9 025,"3,1",5692,5172," -9,1",7,2014
7/1/14,Steuern vom Umsatz,104 283,"36,5",107 951,"37,3",59101,61337,"+3,8",7,2014
7/1/14,Gewerbesteuerumlage,1 575,"0,6",1 629,"0,6",683,621," -9,1",7,2014
7/1/14,Energiesteuer,39 364,"13,8",39 450,"13,6",17453,17863,"+2,3",7,2014
7/1/14,Tabaksteuer,13 820,"4,8",14 300,"4,9",6946,7370,"+6,1",7,2014
7/1/14,Solidaritätszuschlag,14 378,"5,0",14 900,"5,1",8234,8485,"+3,0",7,2014
7/1/14,Versicherungsteuer,11 553,"4,0",11 950,"4,1",8048,8357,"+3,8",7,2014
7/1/14,Stromsteuer,7 009,"2,5",6 850,"2,4",4319,3826," -11,4",7,2014
7/1/14,Kraftfahrzeugsteuer,8 490,"3,0",8 400,"2,9",5363,5224," -2,6",7,2014
7/1/14,Kernbrennstoffsteuer,1 285,"0,5",1 300,"0,4",566,-2049,X,7,2014
7/1/14,Branntweinabgaben,2 104,"0,7",2 062,"0,7",1222,1181," -3,4",7,2014
7/1/14,Kaffeesteuer,1 021,"0,4",1 040,"0,4",578,580,"+0,3",7,2014
7/1/14,Luftverkehrsteuer, 978,"0,3", 980,"0,3",505,488," -3,4",7,2014
7/1/14,Ergänzungszuweisungen an Länder,-10 792,"-3,8",-10 450,"-3,6",-5317,-5296," -0,4",7,2014
7/1/14,BNE-Eigenmittel der EU,-24 787,"-8,7",-23 480,"-8,1",-15982,-15063," -5,8",7,2014
7/1/14,Mehrwertsteuer-Eigenmittel der EU,-2 083,"-0,7",-4 140,"-1,4",-1538,-2897,"+88,4",7,2014
7/1/14,Zuweisungen an Länder für ÖPNV,-7 191,"-2,5",-7 299,"-2,5",-4195,-4258,"+1,5",7,2014
7/1/14,Zuweisung an die Länder für Kfz‑Steuer und Lkw‑Maut,-8 992,"-3,2",-8 992,"-3,1",-4496,-4496,"+0,0",7,2014
7/1/14,II. Sonstige Einnahmen,25 645,"9,0",21 585,"7,4",14704,15755,"+7,1",7,2014
7/1/14,Einnahmen aus wirtschaftlicher Tätigkeit,4 886,"1,7",6 847,"2,4",3328,5333,"+60,2",7,2014
7/1/14,Zinseinnahmen, 191,"0,1", 245,"0,1",84,149,"+77,4",7,2014
7/1/14,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",5 978,"2,1",2 380,"0,8",3055,2065," -32,4",7,2014
7/1/14,Einnahmen zusammen,285 452,"100,0",289 782,"100,0",1560321,1590069,"+1,8",7,2014
8/1/14,I. Steuern,259 807,"91,0",268 197,"92,6",1600112,1630240,"+2,0",8,2014
8/1/14,Bundesanteile an Gemeinschaftsteuern:,213 199,"74,7",220 890,"76,2",134806,139662,"+3,6",8,2014
8/1/14,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),107 340,"37,6",111 310,"38,4",65608,68209,"+4,0",8,2014
8/1/14,Davon:,0,0,0,0,0,0,0,8,2014
8/1/14,Lohnsteuer,67 174,"23,5",71 273,"24,6",41481,44271,"+6,7",8,2014
8/1/14,Veranlagte Einkommensteuer,17 969,"6,3",19 316,"6,7",8965,9728,"+8,5",8,2014
8/1/14,Nicht veranlagte Steuer vom Ertrag,8 631,"3,0",8 000,"2,8",6876,6239," -9,3",8,2014
8/1/14,Abgeltungsteuer auf Zins- und Veräußerungserträge ,3 812,"1,3",3 696,"1,3",2871,2653," -7,6",8,2014
8/1/14,Körperschaftsteuer,9 754,"3,4",9 025,"3,1",5415,5318," -1,8",8,2014
8/1/14,Steuern vom Umsatz,104 283,"36,5",107 951,"37,3",68341,70587,"+3,3",8,2014
8/1/14,Gewerbesteuerumlage,1 575,"0,6",1 629,"0,6",858,867,"+1,0",8,2014
8/1/14,Energiesteuer,39 364,"13,8",39 450,"13,6",20708,21012,"+1,5",8,2014
8/1/14,Tabaksteuer,13 820,"4,8",14 300,"4,9",8209,8669,"+5,6",8,2014
8/1/14,Solidaritätszuschlag,14 378,"5,0",14 900,"5,1",9019,9340,"+3,6",8,2014
8/1/14,Versicherungsteuer,11 553,"4,0",11 950,"4,1",9214,9601,"+4,2",8,2014
8/1/14,Stromsteuer,7 009,"2,5",6 850,"2,4",4877,4422," -9,3",8,2014
8/1/14,Kraftfahrzeugsteuer,8 490,"3,0",8 400,"2,9",6025,5804," -3,7",8,2014
8/1/14,Kernbrennstoffsteuer,1 285,"0,5",1 300,"0,4",566,-2049,X,8,2014
8/1/14,Branntweinabgaben,2 104,"0,7",2 062,"0,7",1380,1355," -1,8",8,2014
8/1/14,Kaffeesteuer,1 021,"0,4",1 040,"0,4",660,658," -0,3",8,2014
8/1/14,Luftverkehrsteuer, 978,"0,3", 980,"0,3",596,585," -1,8",8,2014
8/1/14,Ergänzungszuweisungen an Länder,-10 792,"-3,8",-10 450,"-3,6",-5317,-5296," -0,4",8,2014
8/1/14,BNE-Eigenmittel der EU,-24 787,"-8,7",-23 480,"-8,1",-17696,-16114," -8,9",8,2014
8/1/14,Mehrwertsteuer-Eigenmittel der EU,-2 083,"-0,7",-4 140,"-1,4",-1709,-3099,"+81,3",8,2014
8/1/14,Zuweisungen an Länder für ÖPNV,-7 191,"-2,5",-7 299,"-2,5",-4794,-4866,"+1,5",8,2014
8/1/14,Zuweisung an die Länder für Kfz‑Steuer und Lkw‑Maut,-8 992,"-3,2",-8 992,"-3,1",-6744,-6744,"+0,0",8,2014
8/1/14,II. Sonstige Einnahmen,25 645,"9,0",21 585,"7,4",16190,17264,"+6,6",8,2014
8/1/14,Einnahmen aus wirtschaftlicher Tätigkeit,4 886,"1,7",6 847,"2,4",3338,5344,"+60,1",8,2014
8/1/14,Zinseinnahmen, 191,"0,1", 245,"0,1",101,151,"+49,5",8,2014
8/1/14,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",5 978,"2,1",2 380,"0,8",3137,2149," -31,5",8,2014
8/1/14,Einnahmen zusammen,285 452,"100,0",289 782,"100,0",1760302,1800504,"+2,4",8,2014
9/1/14,I. Steuern,259 807,"91,0",268 197,"92,6",1840682,1900101,"+2,9",9,2014
9/1/14,Bundesanteile an Gemeinschaftsteuern:,213 199,"74,7",220 890,"76,2",155777,161654,"+3,8",9,2014
9/1/14,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),107 340,"37,6",111 310,"38,4",77610,80960,"+4,3",9,2014
9/1/14,davon:,0,0,0,0,0,0,0,9,2014
9/1/14,Lohnsteuer,67 174,"23,5",71 273,"24,6",46518,49545,"+6,5",9,2014
9/1/14,veranlagte Einkommensteuer,17 969,"6,3",19 316,"6,7",13449,14362,"+6,8",9,2014
9/1/14,nicht veranlagte Steuer vom Ertrag,8 631,"3,0",8 000,"2,8",7230,6765," -6,4",9,2014
9/1/14,Abgeltungsteuer auf Zins- und Veräußerungs­erträge ,3 812,"1,3",3 696,"1,3",3038,2792," -8,1",9,2014
9/1/14,Körperschaftsteuer,9 754,"3,4",9 025,"3,1",7375,7496,"+1,6",9,2014
9/1/14,Steuern vom Umsatz,104 283,"36,5",107 951,"37,3",77308,79827,"+3,3",9,2014
9/1/14,Gewerbesteuerumlage,1 575,"0,6",1 629,"0,6",858,868,"+1,2",9,2014
9/1/14,Energiesteuer,39 364,"13,8",39 450,"13,6",24245,24572,"+1,3",9,2014
9/1/14,Tabaksteuer,13 820,"4,8",14 300,"4,9",9504,9921,"+4,4",9,2014
9/1/14,Solidaritätszuschlag,14 378,"5,0",14 900,"5,1",10630,11030,"+3,8",9,2014
9/1/14,Versicherungsteuer,11 553,"4,0",11 950,"4,1",9735,10161,"+4,4",9,2014
9/1/14,Stromsteuer,7 009,"2,5",6 850,"2,4",5409,4985," -7,8",9,2014
9/1/14,Kraftfahrzeugsteuer,8 490,"3,0",8 400,"2,9",6641,6642,"+0,0",9,2014
9/1/14,Kernbrennstoffsteuer,1 285,"0,5",1 300,"0,4",850,-1876,X,9,2014
9/1/14,Branntweinabgaben,2 104,"0,7",2 062,"0,7",1559,1526," -2,1",9,2014
9/1/14,Kaffeesteuer,1 021,"0,4",1 040,"0,4",739,739,"+0,0",9,2014
9/1/14,Luftverkehrsteuer, 978,"0,3", 980,"0,3",680,683,"+0,4",9,2014
9/1/14,Ergänzungszuweisungen an Länder,-10 792,"-3,8",-10 450,"-3,6",-8025,-8000," -0,3",9,2014
9/1/14,BNE-Eigenmittel der EU,-24 787,"-8,7",-23 480,"-8,1",-19391,-16815," -13,3",9,2014
9/1/14,Mehrwertsteuer-Eigenmittel der EU,-2 083,"-0,7",-4 140,"-1,4",-1880,-3233,"+72,0",9,2014
9/1/14,Zuweisungen an Länder für ÖPNV,-7 191,"-2,5",-7 299,"-2,5",-5393,-5474,"+1,5",9,2014
9/1/14,Zuweisung an die Länder für Kfz‑Steuer und Lkw‑Maut,-8 992,"-3,2",-8 992,"-3,1",-6744,-6744,"+0,0",9,2014
9/1/14,II. Sonstige Einnahmen,25 645,"9,0",21 585,"7,4",17402,18854,"+8,3",9,2014
9/1/14,Einnahmen aus wirtschaftlicher Tätigkeit,4 886,"1,7",6 847,"2,4",3350,5355,"+59,9",9,2014
9/1/14,Zinseinnahmen, 191,"0,1", 245,"0,1",169,163," -3,6",9,2014
9/1/14,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",5 978,"2,1",2 380,"0,8",3171,2217," -30,1",9,2014
9/1/14,Einnahmen zusammen,285 452,"100,0",289 782,"100,0",2020085,2080955,"+3,4",9,2014
10/1/14,I. Steuern,259 807,"91,0",268 197,"92,6",2030582,2080649,"+2,5",10,2014
10/1/14,Bundesanteile an Gemeinschaftsteuern:,213 199,"74,7",220 890,"76,2",169639,175980,"+3,7",10,2014
10/1/14,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),107 340,"37,6",111 310,"38,4",82633,86445,"+4,6",10,2014
10/1/14,davon:,0,0,0,0,0,0,0,10,2014
10/1/14,Lohnsteuer,67 174,"23,5",71 273,"24,6",51642,54989,"+6,5",10,2014
10/1/14,veranlagte Einkommensteuer,17 969,"6,3",19 316,"6,7",13329,14224,"+6,7",10,2014
10/1/14,nicht veranlagte Steuer vom Ertrag,8 631,"3,0",8 000,"2,8",7581,7352," -3,0",10,2014
10/1/14,Abgeltungsteuer auf Zins- und Veräußerungserträge ,3 812,"1,3",3 696,"1,3",3256,2985," -8,3",10,2014
10/1/14,Körperschaftsteuer,9 754,"3,4",9 025,"3,1",6825,6894,"+1,0",10,2014
10/1/14,Steuern vom Umsatz,104 283,"36,5",107 951,"37,3",85924,88436,"+2,9",10,2014
10/1/14,Gewerbesteuerumlage,1 575,"0,6",1 629,"0,6",1083,1099,"+1,5",10,2014
10/1/14,Energiesteuer,39 364,"13,8",39 450,"13,6",27668,27892,"+0,8",10,2014
10/1/14,Tabaksteuer,13 820,"4,8",14 300,"4,9",10822,11262,"+4,1",10,2014
10/1/14,Solidaritätszuschlag,14 378,"5,0",14 900,"5,1",11386,11857,"+4,1",10,2014
10/1/14,Versicherungsteuer,11 553,"4,0",11 950,"4,1",10253,10695,"+4,3",10,2014
10/1/14,Stromsteuer,7 009,"2,5",6 850,"2,4",5967,5563," -6,8",10,2014
10/1/14,Kraftfahrzeugsteuer,8 490,"3,0",8 400,"2,9",7329,7318," -0,2",10,2014
10/1/14,Kernbrennstoffsteuer,1 285,"0,5",1 300,"0,4",983,-1762,X,10,2014
10/1/14,Branntweinabgaben,2 104,"0,7",2 062,"0,7",1718,1674," -2,6",10,2014
10/1/14,Kaffeesteuer,1 021,"0,4",1 040,"0,4",829,832,"+0,4",10,2014
10/1/14,Luftverkehrsteuer, 978,"0,3", 980,"0,3",783,780," -0,4",10,2014
10/1/14,Ergänzungszuweisungen an Länder,-10 792,"-3,8",-10 450,"-3,6",-8050,-8000," -0,6",10,2014
10/1/14,BNE-Eigenmittel der EU,-24 787,"-8,7",-23 480,"-8,1",-21424,-19267," -10,1",10,2014
10/1/14,Mehrwertsteuer-Eigenmittel der EU,-2 083,"-0,7",-4 140,"-1,4",-1965,-3705,"+88,5",10,2014
10/1/14,Zuweisungen an Länder für ÖPNV,-7 191,"-2,5",-7 299,"-2,5",-5992,-6082,"+1,5",10,2014
10/1/14,Zuweisung an die Länder für  Kfz‑Steuer und Lkw‑Maut,-8 992,"-3,2",-8 992,"-3,1",-6744,-6744,"+0,0",10,2014
10/1/14,II. Sonstige Einnahmen,25 645,"9,0",21 585,"7,4",20186,21058,"+4,3",10,2014
10/1/14,Einnahmen aus wirtschaftlicher Tätigkeit,4 886,"1,7",6 847,"2,4",4064,6064,"+49,2",10,2014
10/1/14,Zinseinnahmen, 191,"0,1", 245,"0,1",175,183,"+4,6",10,2014
10/1/14,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",5 978,"2,1",2 380,"0,8",3883,2437," -37,2",10,2014
10/1/14,Einnahmen zusammen,285 452,"100,0",289 782,"100,0",2230768,2290707,"+2,7",10,2014
11/1/14,I. Steuern,259 807,"91,0",268 197,"92,6",2230473,2290995,"+2,9",11,2014
11/1/14,Bundesanteile an Gemeinschaftsteuern:,213 199,"74,7",220 890,"76,2",184179,191973,"+4,2",11,2014
11/1/14,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),107 340,"37,6",111 310,"38,4",87865,92112,"+4,8",11,2014
11/1/14,davon:,0,0,0,0,0,0,0,11,2014
11/1/14,Lohnsteuer,67 174,"23,5",71 273,"24,6",56754,60503,"+6,6",11,2014
11/1/14,veranlagte Einkommensteuer,17 969,"6,3",19 316,"6,7",13074,14068,"+7,6",11,2014
11/1/14,nicht veranlagte Steuer vom Ertrag,8 631,"3,0",8 000,"2,8",7872,7679," -2,5",11,2014
11/1/14,Abgeltungsteuer auf Zins- und Veräußerungserträge ,3 812,"1,3",3 696,"1,3",3515,3212," -8,6",11,2014
11/1/14,Körperschaftsteuer,9 754,"3,4",9 025,"3,1",6650,6650,"+0,0",11,2014
11/1/14,Steuern vom Umsatz,104 283,"36,5",107 951,"37,3",95078,98604,"+3,7",11,2014
11/1/14,Gewerbesteuerumlage,1 575,"0,6",1 629,"0,6",1235,1257,"+1,8",11,2014
11/1/14,Energiesteuer,39 364,"13,8",39 450,"13,6",31083,31338,"+0,8",11,2014
11/1/14,Tabaksteuer,13 820,"4,8",14 300,"4,9",12171,12619,"+3,7",11,2014
11/1/14,Solidaritätszuschlag,14 378,"5,0",14 900,"5,1",12134,12644,"+4,2",11,2014
11/1/14,Versicherungsteuer,11 553,"4,0",11 950,"4,1",11040,11522,"+4,4",11,2014
11/1/14,Stromsteuer,7 009,"2,5",6 850,"2,4",6582,6140," -6,7",11,2014
11/1/14,Kraftfahrzeugsteuer,8 490,"3,0",8 400,"2,9",7923,7981,"+0,7",11,2014
11/1/14,Kernbrennstoffsteuer,1 285,"0,5",1 300,"0,4",1285,-1611,X,11,2014
11/1/14,Branntweinabgaben,2 104,"0,7",2 062,"0,7",1888,1844," -2,3",11,2014
11/1/14,Kaffeesteuer,1 021,"0,4",1 040,"0,4",922,921," -0,1",11,2014
11/1/14,Luftverkehrsteuer, 978,"0,3", 980,"0,3",874,872," -0,2",11,2014
11/1/14,Ergänzungszuweisungen an Länder,-10 792,"-3,8",-10 450,"-3,6",-8050,-7988," -0,8",11,2014
11/1/14,BNE-Eigenmittel der EU,-24 787,"-8,7",-23 480,"-8,1",-21424,-19267," -10,1",11,2014
11/1/14,Mehrwertsteuer-Eigenmittel der EU,-2 083,"-0,7",-4 140,"-1,4",-1965,-3705,"+88,5",11,2014
11/1/14,Zuweisungen an Länder für ÖPNV,-7 191,"-2,5",-7 299,"-2,5",-6592,-6691,"+1,5",11,2014
11/1/14,Zuweisung an die Länder für Kfz‑Steuer und Lkw‑Maut,-8 992,"-3,2",-8 992,"-3,1",-8992,-8992,"+0,0",11,2014
11/1/14,II. Sonstige Einnahmen,25 645,"9,0",21 585,"7,4",21549,22405,"+4,0",11,2014
11/1/14,Einnahmen aus wirtschaftlicher Tätigkeit,4 886,"1,7",6 847,"2,4",4099,6088,"+48,5",11,2014
11/1/14,Zinseinnahmen, 191,"0,1", 245,"0,1",179,183,"+2,2",11,2014
11/1/14,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",5 978,"2,1",2 380,"0,8",3827,2632," -31,2",11,2014
11/1/14,Einnahmen zusammen,285 452,"100,0",289 782,"100,0",2450022,2520401,"+3,0",11,2014
12/1/14,I. Steuern,259 807,"91,0",268 197,"92,6",259807,270774,"+4,2",12,2014
12/1/14,Bundesanteile an Gemeinschaftsteuern:,213 199,"74,7",220 890,"76,2",213199,222376,"+4,3",12,2014
12/1/14,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),107 340,"37,6",111 310,"38,4",107340,112976,"+5,3",12,2014
12/1/14,davon:,0,0,0,0,0,0,0,12,2014
12/1/14,Lohnsteuer,67 174,"23,5",71 273,"24,6",67174,71420,"+6,3",12,2014
12/1/14,veranlagte Einkommensteuer,17 969,"6,3",19 316,"6,7",17969,19385,"+7,9",12,2014
12/1/14,nicht veranlagte Steuer vom Ertrag,8 631,"3,0",8 000,"2,8",8631,8712,"+0,9",12,2014
12/1/14,Abgeltungsteuer auf Zins- und Veräußerungserträge ,3 812,"1,3",3 696,"1,3",3812,3437," -9,8",12,2014
12/1/14,Körperschaftsteuer,9 754,"3,4",9 025,"3,1",9754,10022,"+2,7",12,2014
12/1/14,Steuern vom Umsatz,104 283,"36,5",107 951,"37,3",104283,107796,"+3,4",12,2014
12/1/14,Gewerbesteuerumlage,1 575,"0,6",1 629,"0,6",1575,1603,"+1,8",12,2014
12/1/14,Energiesteuer,39 364,"13,8",39 450,"13,6",39364,39758,"+1,0",12,2014
12/1/14,Tabaksteuer,13 820,"4,8",14 300,"4,9",13820,14612,"+5,7",12,2014
12/1/14,Solidaritätszuschlag,14 378,"5,0",14 900,"5,1",14378,15047,"+4,7",12,2014
12/1/14,Versicherungsteuer,11 553,"4,0",11 950,"4,1",11553,12046,"+4,3",12,2014
12/1/14,Stromsteuer,7 009,"2,5",6 850,"2,4",7009,6638," -5,3",12,2014
12/1/14,Kraftfahrzeugsteuer,8 490,"3,0",8 400,"2,9",8490,8501,"+0,1",12,2014
12/1/14,Kernbrennstoffsteuer,1 285,"0,5",1 300,"0,4",1285,708," -44,9",12,2014
12/1/14,Branntweinabgaben,2 104,"0,7",2 062,"0,7",2104,2061," -2,0",12,2014
12/1/14,Kaffeesteuer,1 021,"0,4",1 040,"0,4",1021,1016," -0,5",12,2014
12/1/14,Luftverkehrsteuer, 978,"0,3", 980,"0,3",978,990,"+1,2",12,2014
12/1/14,Ergänzungszuweisungen an Länder,-10 792,"-3,8",-10 450,"-3,6",-10792,-10681," -1,0",12,2014
12/1/14,BNE-Eigenmittel der EU,-24 787,"-8,7",-23 480,"-8,1",-24787,-22419," -9,6",12,2014
12/1/14,Mehrwertsteuer-Eigenmittel der EU,-2 083,"-0,7",-4 140,"-1,4",-2083,-4015,"+92,8",12,2014
12/1/14,Zuweisungen an Länder für ÖPNV,-7 191,"-2,5",-7 299,"-2,5",-7191,-7299,"+1,5",12,2014
12/1/14,Zuweisung an die Länder für  Kfz‑Steuer und Lkw‑Maut,-8 992,"-3,2",-8 992,"-3,1",-8992,-8992,"+0,0",12,2014
12/1/14,II. Sonstige Einnahmen,25 645,"9,0",21 585,"7,4",25645,24373," -5,0",12,2014
12/1/14,Einnahmen aus wirtschaftlicher Tätigkeit,4 886,"1,7",6 847,"2,4",4886,6913,"+41,5",12,2014
12/1/14,Zinseinnahmen, 191,"0,1", 245,"0,1",191,237,"+24,1",12,2014
12/1/14,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",5 978,"2,1",2 380,"0,8",5978,2809," -53,0",12,2014
12/1/14,Einnahmen zusammen,285 452,"100,0",289 782,"100,0",2850452,2950147,"+3,4",12,2014
1/1/15,I. Steuern,270 774,"91,7",277 479,"92,9",16734,17965,"+7,4",1,2015
1/1/15,Bundesanteile an Gemeinschaftsteuern:,222 376,"75,3",228 663,"76,5",15255,15334,"+0,5",1,2015
1/1/15,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),112 976,"38,3",116 102,"38,9",6730,6697," -0,5",1,2015
1/1/15,davon:,0,0,0,0,0,0,0,1,2015
1/1/15,Lohnsteuer,71 420,"24,2",75 480,"25,3",4406,4745,"+7,7",1,2015
1/1/15,veranlagte Einkommensteuer,19 385,"6,6",19 274,"6,5",365,368,"+0,8",1,2015
1/1/15,nicht veranlagte Steuer vom Ertrag,8 712,"3,0",7 838,"2,6",691,782,"+13,2",1,2015
1/1/15,Abgeltungsteuer auf Zins- und Veräußerungserträge ,3 437,"1,2",3 471,"1,2",987,610," -38,2",1,2015
1/1/15,Körperschaftsteuer,10 022,"3,4",10 100,"3,4",282,193," -31,6",1,2015
1/1/15,Steuern vom Umsatz,107 796,"36,5",110 909,"37,1",8528,8631,"+1,2",1,2015
1/1/15,Gewerbesteuerumlage,1 603,"0,5",1 652,"0,6",-3,5,X,1,2015
1/1/15,Energiesteuer,39 758,"13,5",39 800,"13,3",338,246," -27,2",1,2015
1/1/15,Tabaksteuer,14 612,"5,0",14 060,"4,7",793,513," -35,3",1,2015
